Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue
0,0,0,1,1,0,0,3,2,2,2,1,0,0
0,0,0.016522460592365604,0,0.166666665,0,0,3,2,4,4,1,0,0
0,0,0.000187578,0,0.333333335,0,0,3,2,2,1,3,0,0
0,0,0.000562733,0,0.333333335,0,0,3,3,2,6,2,1,0
0.012798823096726739,0,0.035394851714732604,0,0.052083334999999994,0,0,3,2,2,1,3,1,0
0.022361162191982347,0,0.013536850400178442,0,0.1091954,0,0,3,2,2,4,1,0,0
0,0,0.001516252,0,0.25,0,0,3,2,2,2,1,0,0
0,0,0.010966137235304763,0.066666665,0.133333335,0,0,3,2,2,6,2,0,0
0.010297903641044503,0,0.015304508790057908,0,0.04761905,0.16597986391515704,0,3,2,2,3,2,0,1
0.003824936,0,0.00507662,0,0.00862069,0,0,3,2,2,1,6,0,0
0.047104152,0.037067909,0.026305731,0.006666665,0.039457145,0.015752388083643935,0,3,3,2,6,10,0,1
0,0,0.003282608,0.22222222,0.27777778,0,0,3,1,1,3,3,0,0
0,0,0.005189647,0.15,0.3,0,0,3,4,1,3,1,0,0
0.013240161824200073,0,0.025180991,0,0.035714285,0,0,3,1,1,1,3,1,0
0.052127007,0,0.018579040602560864,0.039215685,0.09150327,0,0,3,2,2,3,3,0,0
0,0,0.001531884,0,0.333333335,0,0,3,2,6,7,1,0,0
0,0.014251859114488846,0.026005811076317845,0.027027025000000003,0.11486486500000001,0,0,3,2,2,4,1,0,0
0.012798823096726739,0,0.014541953726658202,0.00595238,0.054988659999999995,0,0,3,4,5,1,3,1,0
0,0,0.015678361375726303,0,0.041666665,0,0,3,2,4,1,1,0,0
0,0,0.001078571,0,0.333333335,0,0,3,2,2,2,6,0,0
0,0,0.018753474,0.037037035,0.0845679,0.024956637822746933,0,3,1,1,2,3,0,0
0,0,0.023823267,0.096969695,0.12641452,0.032545201,0,3,3,2,3,1,0,0
0,0.017651385143417506,0.009754035,0.076923075,0.23076923,0,0,3,2,2,4,10,0,0
0,0,0.019223057041922703,0.027027025000000003,0.07207207,0,0,3,2,2,1,3,1,0
0,0,0.015203164779692325,0,0.03846154,0,0,3,2,2,3,10,0,0
0.046781905112173595,0,0.006853356,0.015151514999999999,0.136363635,0,0,3,1,1,3,3,0,0
0,0,0.004220496,0,0.02,0,0,3,2,2,1,2,0,0
0,0,0.005205279,0,0.333333335,0,0,3,2,2,2,1,1,0
0,0,0.007881907,0.05,0.108333335,0,0,3,3,2,1,1,0,0
0,0,0.013216405327195003,0,0.037037035,0,0,3,4,1,1,11,1,0
0.015888194,0.092963962,0.011637627162740012,0.066666665,0.16888889,0,0,3,2,2,6,2,0,0
0,0,0.017647926,0.04761905,0.19047619,0,0,3,2,5,5,1,0,0
0.010003677822728945,0,0.005596065,0,0.1,0,0,3,2,2,1,2,0,0
0,0,0.013005380523035176,0,0.10144927499999999,0.060606443,0,3,2,6,6,1,0,0
0,0,0.000570549,0,0.25,0,0,3,2,2,7,1,0,0
0,0,0.00245414,0,0.07142857,0,0,3,3,2,1,2,0,0
0.010592129,0,0.001115045,0,0.1,0,0,3,2,2,1,11,0,0
0.05766826,0.054327041,0.003556159,0,0.033333335,0,0,3,3,2,5,8,1,0
0,0.021966168178475118,0.016480404505625105,0.023809525,0.11904761999999999,0,0,3,1,1,1,1,0,0
0,0,0.004817097,0.416666665,0.475,0,0,3,1,1,6,1,0,0
0,0,0.003583514,0,0.3,0,0,3,1,1,6,2,0,0
0,0.011375337092424614,0.003530106,0,0.1,0,0,3,2,2,1,3,1,0
0.006178742,0.010198578082863447,0.005104977,0.09090909,0.333333335,0,0,3,3,2,4,3,0,0
0.067966164,0.003138024,0.054502087,0.016509435,0.06552486,0,0,3,2,10,1,1,1,0
0,0,0.013495166487724588,0,0.072916665,0,0,3,2,2,4,3,1,0
0,0,0.001047308,0.5,0.6666666649999999,0,0,3,3,3,1,3,0,0
0.2975685504965061,0.06727139,0.021964262588953905,0,0.030637255,0.10343253794169138,0,3,3,2,3,2,1,0
0.017653549098933432,0.023927433194410395,0.016127059,0,0.035555555,0.091628445,0,3,4,2,9,10,1,1
0,0,0.014335358,0.041666665,0.15972222000000003,0,0,3,3,2,1,1,1,0
0.017947774917248988,0,0.008967103,0.184210525,0.2,0,0,3,1,1,2,1,0,0
0,0,0.001477174,0,0.2,0,0,3,2,2,1,1,0,0
0,0,0.003722894,0,0.03846154,0,0,3,2,2,6,2,0,0
0.066789261,0,0.002563561,0,0.066666665,0,0,3,1,1,3,2,0,0
0,0.005491542,0.011732830240321129,0.037037035,0.18478835999999998,0,0,3,2,2,1,2,0,0
0.13652077969841853,0,0.028669413,0.1,0.15625,0,0,3,2,2,2,10,0,0
0,0,0.009485695,0.157894735,0.24122807,0,0,3,2,2,1,3,0,0
0,0.1176759009561167,0.007958315,0.033333335,0.011111109999999999,0.11276199153003066,0,3,3,2,7,2,1,1
0,0,0.000296998,0,0.5,0,0,3,1,1,1,1,0,0
0.023664162244942995,0,0.092231148,0,0.036065575,0,0,3,3,2,3,10,0,0
0,0,0,1,1,0,0,3,1,2,9,2,0,0
0,0,0.007023739,0.03076923,0.223076925,0,0,3,2,5,1,3,0,0
0,0,0.003126293,0,0.23611111,0,0,3,2,2,1,2,1,0
0.018094887826406766,0,0.014789973,0,0.052631580000000004,0,0,3,2,2,1,10,0,0
0,0,0.008034574,0,0.333333335,0,0,3,2,2,3,1,0,0
0.017065097462302316,0,0.001000414,0,0.083333335,0,0,3,1,1,4,2,0,0
0,0,0.003282608,0,0.5,0,0,3,3,2,1,2,0,0
0.071496874,0,0.018452946763753638,0,0.03846154,0,0,3,1,1,1,9,0,0
0,0,0.012059676771059662,0.11111111,0.22222222,0,0,3,1,1,6,1,0,0
0.001176903,0,0.017143811,0,0.100877195,0,0,3,2,2,6,10,0,0
0,0,0.00596601,0,0.1,0,0,3,1,1,3,2,0,0
0.061983572401618246,0.049816131,0.023597175696730432,0.032258065,0.10080644999999999,0.04058794,0,3,2,5,1,2,0,0
0,0,0.001078571,0,0.25,0,0,3,1,1,1,2,0,0
0,0,0,1,1,0,0,3,2,4,5,1,0,0
0,0,0.001610041,0,0.2,0,0,3,2,2,1,2,0,0
0,0,0.000570549,0,0.166666665,0,0,3,3,2,1,1,0,0
0,0,0.003532712,0,0.2,0,0,3,2,2,1,2,0,0
0.045941259904376607,0,0.018463863983497912,0,0.24117646999999998,0,0,3,3,2,4,1,0,0
0,0,0.021800685946067534,0,0.148809525,0,0,3,2,4,2,6,0,0
0.082971681,0,0.005095858,0,0.11111111,0,0,3,1,1,1,3,0,0
0,0,0.007187829,0,0.00793651,0,0,3,3,2,8,2,1,0
0.15088880714968742,0.10904633488600148,0.002532298,0,0.07142857,0,0,3,3,2,1,8,1,0
0,0,0,1,1,0,0,3,2,6,1,1,0,0
0.032953291651342406,0,0.031942903,0.02777778,0.083333335,0.034159994,0,3,2,5,3,6,0,1
0.021625597646193453,0,0.010370957289402946,0.012820515,0.02197802,0,0,3,3,2,1,1,0,0
0.054340239,0,0.1198816405078842,0,0.04567602,0,0,3,2,2,8,13,0,0
0.022115974,0,0.001800224,0.142857145,0.214285715,0,0,3,2,2,8,1,0,0
0,0,0.004633948,0,0.03896104,0,0,3,3,2,6,2,0,0
0,0,0.041171237039764906,0.01851852,0.083333335,0,0,3,2,5,1,1,0,0
0,0,0.006127535,0.10526316000000001,0.263157895,0,0,3,2,2,5,1,1,0
0.005590291,0,0.011702758275656068,0,0.102564105,0,0,3,1,2,6,3,0,0
0.088856197,0,0.013047064,0.023809525,0.106349205,0,0,3,1,1,1,9,1,0
0,0,7.815733487400948e-05,0,0.5,0,0,3,2,2,1,1,1,0
0,0,0,1,1,0,0,3,1,1,1,9,1,0
0,0,0.000171946,0.25,0.75,0,0,3,3,3,1,1,0,0
0,0.014513361117921059,0.00777405,0.0625,0.1875,0,0,3,1,1,2,1,0,0
0.034522496,0,0.009878926,0.088235295,0.11397059,0.028098923,0,3,3,7,1,2,0,1
0,0,0.004933291,0,0.09090909,0,0,3,1,1,6,3,1,0
0.002059581,0,0.002865769,0,0.033333335,0,0,3,2,2,3,10,0,0
0,0,0.003003847,0,0.125,0,0,3,1,1,9,9,1,0
0,0,0.020267760079528137,0.11111111,0.166666665,0.036718869,0,3,3,2,4,2,0,1
0,0,0.000265735,0.5,0.555555555,0,0,3,1,1,1,1,0,0
0,0.016082373,0.010910763948411723,0,0.16071428499999998,0,0,3,2,5,2,1,0,0
0.004119161,0,0.017087426467936092,0,0.10625000000000001,0,0,3,2,2,2,2,0,0
0.001471129,0,0.037476442,0,0.1,0,0,3,4,1,3,3,0,0
0.031482163,0,0.000875362,0,0.2,0,0,3,1,1,3,2,0,0
0.009121,0.024319686197597452,0.003066894,0,0.066666665,0,0,3,2,2,1,10,0,0
0,0,0.000620048,0,0.166666665,0,0,3,2,4,1,10,0,0
0,0.016474626,0.006382849,0,0.015873014999999997,0.092540433,0,3,2,4,7,2,0,1
0,0,0,1,1,0,0,3,1,1,1,10,0,0
0.002059581,0,0.014170966910977289,0,0.03448276,0,0,3,4,1,1,2,1,0
0,0,0.002329089,0,0.25,0,0,3,2,2,1,2,0,0
0,0,0.019144639177388623,0,0.035714285,0.058183392,0,3,2,4,2,2,0,1
0.015299742552408974,0.006929803,0.019726911322199992,0,0.04761905,0,0,3,2,2,1,2,0,0
0,0,0.003235714,0,0.183333335,0,0,3,2,2,3,2,0,0
0.005590291,0,0.00180804,0,0.142857145,0,0,3,3,2,2,10,0,0
0,0,0,1,1,0,0,3,2,2,1,2,0,0
0,0,0.005025517,0.25,0.5,0,0,3,3,2,2,1,0,0
0.060046586,0,0.05553395,0,0.035,0.055162308044448057,0,3,1,2,8,8,0,1
0.044428099,0,0.011197713021404793,0.023809525,0.07936508,0.030045190385620563,0,3,1,1,7,1,1,1
0.028834130194924604,0,0.005361593,0.09722222,0.16111111,0,0,3,1,2,1,2,1,0
0.015299742552408974,0.009414072,0.058823815,0.016949155,0.0740113,0.028666288,0,3,2,2,1,1,0,1
0,0,0.004259575,0,0.166666665,0,0,3,1,1,6,2,1,0
0,0,0.001266149,0,0.333333335,0,0,3,1,1,1,1,0,0
0.1766599711364472,0,0.029446983006925796,0.0037594,0.065306625,0.000333643,0,3,2,2,1,8,0,1
0,0,0.003933919,0.142857145,0.057142855,0,0,3,3,2,1,6,1,0
0.038837808,0,0.022092473,0.18,0.14642857,0,0,3,3,2,7,8,0,0
0,0,0.001242702,0,0.166666665,0,0,3,3,2,2,2,0,0
0.006767194,0,0.001297412,0,0.07142857,0,0,3,2,2,6,2,0,0
0.005884516,0,0.009136592,0,0.055555555,0,0,3,2,2,9,2,0,0
0.011474806914306732,0,0.014706605178271735,0.060606059999999996,0.12121211999999999,0,0,3,1,8,3,3,0,0
0.044967512556086796,0,0.012374911,0.055555555,0.083333335,0.11430131669035569,0,3,1,1,1,2,0,1
0,0,0.067942823,0.015350875,0.115497075,0,0,3,4,1,1,2,0,0
0,0,0.000789389,0,0.2,0,0,3,2,2,1,1,1,0
0,0,0.001156729,0,0.1,0,0,3,2,4,6,8,0,0
0,0,0.001297412,0.285714285,0.476190475,0,0,3,1,2,2,1,0,0
0.004903764,0,0.040543987,0.014705880000000001,0.064215685,0,0,3,2,2,4,8,0,0
0,0,0.000922257,0,0.166666665,0,0,3,2,2,1,2,0,0
0.057962486,0.085903408,0.023740464149209935,0.036363635,0.027272724999999998,0,0,3,1,1,6,2,1,0
0,0,0.000969151,0,0.2,0,0,3,2,2,1,1,0,0
0,0,0.005711738,0.137931035,0.179310345,0,0,3,3,2,6,1,0,0
0.004413387,0,0.000789389,0,0.142857145,0,0,3,2,2,1,3,0,0
0,0,0.007315527,0.083333335,0.166666665,0,0,3,4,1,4,3,0,0
0.20899840626700994,0,0.1177561038442763,0,0.037037035,0,0,3,2,2,1,2,0,0
0.024714968738506805,0,0.016553723526315206,0,0.029411765,0,0,3,2,2,3,2,0,0
0,0,0.000812836,0,0.1,0,0,3,2,4,7,2,0,0
0.044428099,0,0.013943268541523291,0,0.092592595,0,0,3,3,2,3,3,1,0
0.024567855829349027,0,0.006729347,0,0.076923075,0,0,3,2,2,1,2,0,0
0,0,0.002073254,0.05882353,0.039215685,0,0,3,1,1,1,2,0,0
0,0,0.005679196,0.07142857,0.11904761999999999,0,0,3,1,1,1,3,0,0
0,0,0.001141097,0,0.333333335,0,0,3,2,4,1,7,0,0
0,0,0.009566458,0,0.07142857,0,0,3,3,3,1,2,1,0
0.2495455261787422,0.1524556672517774,0.009300872,0,0.023255815,0,0,3,2,2,1,10,0,0
0,0,0.007737576,0,0.1,0.21549976122690032,0,3,1,2,9,2,1,1
0,0,0.000773758,0,0.083333335,0,0,3,2,2,9,2,0,0
0.038494544553144536,0.042755577347389065,0.028343106175725098,0,0.010416665,0,0,3,2,2,3,2,1,0
0,0,0.00340766,0,0.166666665,0,0,3,2,2,6,3,1,0
0,0,0.00159441,0,0.25,0,0,3,2,2,3,2,0,0
0.007944097,0,0.019978435834828036,0,0.041666665,0,0,3,2,2,2,2,1,0
0,0,0.000390787,0,0.333333335,0,0,3,1,1,4,1,0,0
0,0.17455258641823979,0.015577017365360718,0.004273505,0.082722835,0,0,3,2,2,3,2,0,0
0,0,0.001086387,0,0.166666665,0,0,3,2,2,7,1,0,0
0,0,0.023920028656518134,0.025641025,0.148979105,0,0,3,3,2,1,2,0,0
0.00353071,0,0.040568048491520424,0.045454545,0.12689393999999998,0,0,3,2,4,7,1,0,0
0,0,0.007370237,0.083333335,0.333333335,0,0,3,1,1,6,3,0,0
0.082863097,0,0.014438406751767809,0,0.061309335,0.014237645,0,3,1,1,7,2,0,0
0,0,0.002391614,0.1,0.2,0,0,3,1,1,4,1,1,0
0.047076131,0,0.061681898939582584,0.036363635,0.057575760000000004,0.056179983497677326,0,3,2,6,1,8,1,1
0,0,0.010135443186461549,0,0.09,0,0,3,1,1,1,3,1,0
0,0,0.000875362,0.2,0.4,0,0,3,2,4,1,1,1,0
0,0,0,1,1,0,0,3,3,2,3,2,0,0
0,0,0.004111076,0.04761905,0.154761905,0,0,3,2,6,1,3,0,0
0,0,0.003016873,0,0.166666665,0,0,3,4,1,3,3,1,0
0,0,0.000593996,0.5,0.6111111100000001,0,0,3,3,2,1,1,0,0
0,0,0.00181325,0.125,0.5,0,0,3,2,4,5,1,0,0
0.009219076,0,0.016848674,0.0078125,0.09765625,0,0,3,3,2,6,2,0,0
0,0,0.004163181,0.2,0.4,0,0,3,3,2,1,3,0,0
0,0,0.000265735,0,0.166666665,0,0,3,1,1,1,3,0,0
0,0,0.001055124,0,0.333333335,0,0,3,1,1,3,3,1,0
0.023832291283560132,0,0.007810523,0,0.11111111,0,0,3,2,6,1,1,0,0
0.001618242,0,0.0044706,0.125,0.25,0,0,3,2,2,6,1,0,0
0.023832291283560132,0,0.001762113,0,0.1,0,0,3,2,2,2,1,0,0
0.005296065,0,0.024557034617413778,0,0.083333335,0,0,3,2,2,2,3,0,0
0,0,0.003767184,0,0.09090909,0,0,3,2,2,5,1,0,0
0,0,0.002923084,0.15909091,0.34090909,0,0,3,2,2,1,1,0,0
0.026774549466715706,0.13258151507722482,0.007049792,0,0.033333335,0.12646485731189303,0,3,2,2,1,10,0,1
0.025156307,0,0.027221939,0,0.01025641,0.074988283,0,3,2,10,1,1,0,0
0.012357484369253402,0.031576366756557984,0.013109851,0,0.077083335,0,0,3,2,2,1,10,0,0
0.010690204731151159,0.020789409,0.006346376,0.012820515,0.06730769,0,0,3,4,1,1,1,0,0
0,0,0.006833882,0.055555555,0.034391535,0,0,3,1,1,7,9,1,0
0.009709452,0,0.014044873076859503,0,0.066666665,0,0,3,2,10,6,10,0,0
0,0,0.003372489,0,0.10526316000000001,0,0,3,2,2,3,10,0,0
0.032438396469290184,0,0.004167089,0.055555555,0.19876543,0,0,3,2,2,1,2,0,0
0,0,0.008534781,0,0.2,0.0981027,0,3,2,2,3,1,0,1
0,0,0.033701442797672884,0.09375,0.177083335,0,0,3,2,2,3,1,0,0
0,0,0.008709332,0.11764706,0.24754901999999998,0,0,3,3,2,1,1,0,0
0.007944097,0.013728855111546949,0.007206888,0.083333335,0.13095238,0.04516602,0,3,3,2,1,1,0,0
0,0,0.023030361337664305,0.055555555,0.22222222,0,0,3,1,1,1,2,0,0
0.045752114748069145,0,0.007422342,0,0.03125,0,0,3,3,2,1,1,0,0
0,0,0,1,1,0,0,3,1,1,4,1,0,0
0,0,0.003313871,0.133333335,0.1984127,0,0,3,3,2,3,1,0,0
0.14343508642883412,0,0.007815733,0,0.076923075,0,0,3,1,8,1,11,0,0
0,0.021966168178475118,0.005768011,0,0.083333335,0,0,3,1,1,4,2,1,0
0,0,0.0021363,0.1,0.6,0,0,3,3,2,1,10,1,0
0,0,0.003801573,0.1,0.2,0,0,3,2,2,4,1,0,0
0,0,0.007174843,0,0.1,0,0,3,2,4,3,1,0,0
0.11086428834130195,0.041448067,0.006900772,0,0.016666665,0,0,3,2,2,1,1,0,0
0.28995954394998164,0.12081392498161314,0.005127121,0,0.076923075,0,0,3,2,2,3,2,0,0
0,0,0.000562733,0,0.166666665,0,0,3,2,2,1,2,0,0
0,0,0.008107521,0,0.055555555,0,0,3,2,2,2,1,0,0
0.17830084589922765,0.012944349105172837,0.00987062,0,0.035714285,0,0,3,1,1,7,2,0,0
0.4827042027215888,0,0.028915609,0,0.06818182,0.029802223,0,3,1,1,2,3,0,0
0,0,0.00681532,0,0.11111111,0,0,3,2,4,6,1,1,0
0,0,0.002063354,0,0.2,0,0,3,1,1,1,1,1,0
0.018536226553880104,0,0.013291957417052164,0,0.027027025000000003,0,0,3,2,2,3,2,1,0
0.06709166,0.012552096101985781,0.007156019,0.036290325,0.22175674,0,0,3,1,2,9,8,0,0
0,0,0.0022353,0,0.2,0,0,3,2,4,1,1,0,0
0.04017817,0,0.050408653,0.014925375,0.059618575,0.023682381271830824,0,3,2,4,2,2,1,1
0.022361162191982347,0,0.016238675029727218,0,0.041666665,0,0,3,2,2,4,3,0,0
0,0,0.003376397,0,0.166666665,0,0,3,2,4,7,10,0,0
0.003236484,0,0.005684643,0.05,0.083333335,0,0,3,2,2,1,3,1,0
0,0,0.020543655,0.229166665,0.5,0,0,3,2,2,7,1,0,0
0,0,0.002282194,0.733333335,0.933333335,0,0,3,3,2,7,3,0,0
0,0,0.003563974,0,0.142857145,0,0,3,4,1,3,2,0,0
0,0,0.006561308,0,0.030303029999999998,0,0,3,2,2,6,1,0,0
0,0,0.004220496,0.142857145,0.17857142999999998,0,0,3,2,2,7,1,0,0
0.000392301,0,0.006177903,0.030303029999999998,0.055555555,0,0,3,2,4,1,2,1,0
0,0,0.000140683,0.5,0.75,0,0,3,3,2,3,1,0,0
0,0,0.014771906,0.03167421,0.11944778,0,0,3,3,2,3,10,0,0
0,0,0.001406832,0,0.333333335,0,0,3,1,2,5,10,0,0
0,0.021573915,0.014644079310372527,0,0.11111111,0.14721025675569505,0,3,1,1,1,2,1,1
0,0,0.000125052,0,0.333333335,0,0,3,2,2,6,1,0,0
0,0,0.006995081,0.1,0.2,0,0,3,2,2,1,1,0,0
0.091210004,0.028634469232655065,0.006508943,0,0.055555555,0,0,3,1,1,1,2,1,0
0.4170650974623023,0,0.016432553,0,0.011466009999999999,0,0,3,2,2,5,2,1,0
0.2824567855829349,0,0.019039127,0,0.09090909,0,0,3,2,5,1,2,0,0
0.005296065,0,0.011822599521420785,0.0625,0.3125,0.080835215,0,3,2,10,3,1,0,1
0,0,0.003282608,0.6,0.8,0,0,3,1,10,1,1,0,0
0.015299742552408974,0,0.006675939,0.131944445,0.29861111,0,0,3,2,2,1,1,0,0
0,0,0.000484575,0,0.125,0,0,3,3,2,3,3,0,0
0,0,0.006065009,0.25,0.375,0,0,3,2,2,6,1,0,0
0,0,0.002368167,0,0.25,0,0,3,3,2,1,1,0,0
0.00539414,0,0.021690318316556444,0.026315790000000002,0.12719298,0,0,3,2,2,8,1,1,0
0.031187937,0,0.02216542,0,0.05172414,0,0,3,2,2,3,2,0,0
0.027036083527767565,0,0.006834425,0.142857145,0.17500000000000002,0,0,3,3,2,1,1,1,0
0.005296065,0,0.006432349,0,0.11764706,0,0,3,2,2,8,2,0,0
0.010592129,0,0.002219668,0,0.066666665,0,0,3,4,2,4,8,0,0
0,0.010983084089237559,0.007419736,0,0.07142857,0.092353092,0,3,2,2,1,6,0,1
0.005001839,0,0.022128295436203933,0.063492065,0.22380952499999998,0.090054113,0,3,3,3,1,10,0,0
0,0,0,0,1,0,0,3,2,2,5,1,0,0
0.041044502,0,0.022646124998267115,0.030303029999999998,0.06439394,0,0,3,1,2,3,2,0,0
0,0,0.001508437,0,0.11111111,0,0,3,1,1,1,3,1,0
0.052372196,0.081980878,0.043419005,0,0.045454545,0,0,3,3,2,7,1,0,0
0.052960647,0,0.022454602309302924,0,0.066666665,0.076732536,0,3,2,2,2,2,1,1
0.031580237822728945,0,0.003501449,0,0.05,0,0,3,1,2,7,2,1,0
0.015299742552408974,0.002745771,0.048254339,0.018867925,0.10691824000000001,0.046843936987705066,0,3,2,2,3,8,0,1
0.062081647664582566,0.022750674184849228,0.053531261,0.006578945,0.075,0,0,3,2,2,5,3,1,0
0,0.018043638,0.008534781,0,0.1,0,0,3,2,6,1,2,0,0
0.001176903,0,0.022173236,0,0.09090909,0,0,3,4,1,2,3,1,0
0.020301581463773446,0,0.006612111,0,0.125,0.0775394,0,3,2,4,1,8,0,1
0.053916881,0.008237313,0.010182337587385954,0,0.020833334999999998,0,0,3,1,1,1,2,0,0
0.016182420007355647,0,0.003900051,0,0.166666665,0,0,3,2,2,7,2,0,0
0,0,0.005267804,0.227272725,0.30909091,0,0,3,1,1,9,3,0,0
0,0,0,1,1,0,0,3,1,1,1,3,1,0
0,0,0.021536561517538313,0,0.04,0.25564255227535837,0,3,2,2,7,2,0,1
0,0.032556999,0.003485817,0,0.11764706,0,0,3,2,2,1,2,0,0
0.000882677,0.14631037018877177,0.001044703,0,0.0625,0,0,3,2,4,1,8,0,0
0.18055657718278778,0,0.014959313894885414,0.8095238100000001,0.481493505,0,0,3,3,2,8,10,0,0
0,0,0.002110248,0,0.5,0,0,3,1,1,1,2,0,0
0,0,0.018237641907621442,0,0.125,0.012712716801981975,0,3,1,1,1,3,1,1
0.003508077,0.054523167,0.06408491,0.020585315,0.026398340000000003,0.046662211,0,3,3,2,1,2,1,1
0,0,0.000484575,0,0.25,0,0,3,2,2,2,10,1,0
0.002353807,0.039617553,0.00321971,0.076923075,0.12179487,0,0,3,2,4,3,1,0,0
0.002059581,0.055307673,0.025698131706574315,0.01075269,0.09408602,0,0,3,2,4,1,10,0,0
0.030011033468186836,0,0.004189233,0,0.066666665,0,0,3,2,2,1,3,1,0
0,0,0.002477588,0,0.25,0,0,3,1,1,1,3,1,0
0.002059581,0,0.004658177,0,0.033333335,0,0,3,3,2,3,3,1,0
0.4412126308201545,0.072959059,0.045424162,0,0.05107527,0,0,3,2,6,7,1,0,0
0,0,0.006549585,0.06504065,0.17479675,0,0,3,2,2,1,3,0,0
0,0,0.004361179,0,0.2,0,0,3,2,2,2,1,0,0
0,0,0.020112834875248044,0.022727275,0.151330615,0.011856613,0,3,3,2,1,6,0,0
0.021772711,0,0.025261753248317274,0.02,0.08,0,0,3,2,2,6,1,0,0
0.35983817579992644,0.16317724932581515,0.043075179,0.022727275,0.13787879,0,0,3,3,2,1,2,1,0
0,0,0.010250855517104454,0.01923077,0.068910255,0,0,3,1,1,8,3,0,0
0.060708593835969105,0,0.014339526229334518,0,0.041666665,0.065880651,0,3,4,2,1,2,1,1
0.019713129827142333,0,0.005517908,0,0.076923075,0,0,3,2,2,3,2,0,0
0,0,0.00042205,0,0.5,0,0,3,4,1,4,2,0,0
0.071202648,0,0.0044706,0,0.07142857,0,0,3,1,1,1,2,1,0
0,0,0.013065301145917536,0.166666665,0.333333335,0,0,3,1,1,1,1,0,0
0.064092191,0.009217946,0.005285425,0,0.071969695,0,0,3,3,2,1,10,0,0
0,0,0.000343892,0,0.5,0,0,3,2,2,1,1,0,0
0.040210861846267015,0.003726404,0.024581598357930525,0,0.07936508,0,0,3,3,2,3,1,0,0
0.2174944304229496,0.006276048,0.020650093,0.04516129,0.125666805,0.21656565513869702,0,3,2,2,1,8,0,1
0,0,0.002923084,0.5,0.75,0,0,3,3,2,1,3,0,0
0.009709452,0,0.007854161,0,0.059523809999999996,0,0,3,2,2,1,1,0,0
0.004119161,0,0.022273723899038155,0.05,0.11111111,0,0,3,2,2,1,1,0,0
0.020154468554615668,0.33145378769306205,0.038278093,0.00187266,0.044538484999999996,0.017986411,0,3,1,1,2,2,0,1
0.027019737647664584,0,0.023144992105900496,0,0.034285714999999994,0,0,3,1,1,1,3,1,0
0.009121,0,0.000398602,0.333333335,0.416666665,0,0,3,3,2,3,1,0,0
0,0,0.003689026,0,0.2,0,0,3,1,1,6,1,0,0
0.017065097462302316,0,0.014887949,0,0.05769231,0.006025288,0,3,4,2,2,11,1,1
0,0,0.002844927,0,0.2,0,0,3,3,2,6,1,0,0
0,0,0.013354483284951372,0,0.041666665,0,0,3,4,1,1,10,0,0
0,0,0.000609627,0,0.11111111,0,0,3,2,2,1,3,0,0
0,0,0.020834140227704637,0.07142857,0.02857143,0,0,3,2,5,4,2,1,0
0.026406767,0,0.007314224,0.055555555,0.083333335,0,0,3,3,2,4,2,1,0
0.002795145,0,0.010539516607760178,0,0.08653846,0,0,3,2,2,7,2,0,0
0.048694372931224715,0,0.03450477,0.00862069,0.049864775,0.042292899641195356,0,3,1,1,4,3,1,0
0,0,0.00468944,0,0.25,0,0,3,2,2,1,1,0,0
0,0,0.002774585,0.166666665,0.22222222,0,0,3,2,2,8,1,0,0
0,0,0.004869202,0,0.05882353,0,0,3,2,2,4,1,0,0
0.016770872,0,0.007604969,0,0.055555555,0,0,3,2,2,5,6,0,0
0,0.1000245158126992,0.022169328037012787,0,0.03125,0,0,3,2,2,3,1,0,0
0.003824936,0,0.00612519,0.09027778,0.234920635,0,0,3,3,2,4,3,1,0
0.018536226553880104,0,0.002230089,0,0.076923075,0,0,3,2,2,7,2,1,0
0.039426259654284666,0,0.025937601044293785,0,0.01900585,0.1723449030091979,0,3,4,1,1,2,0,1
0,0,0,1,1,0,0,3,3,2,3,1,1,0
0,0,0.024394485540271932,0.02586207,0.053366175,0,0,3,1,1,1,2,0,0
0.010003677822728945,0,0.022684812582031876,0.015151514999999999,0.04246448,0,0,3,2,2,1,1,0,0
0.019734145956601692,0,0.040469217,0,0.055208335,0,0,3,3,2,2,8,1,0
0,0,0.001250517,0,0.166666665,0,0,3,3,2,1,10,1,0
0,0,0,1,1,0,0,3,2,2,9,2,1,0
0.025744759102611255,0,0.007762326,0.027027025000000003,0.063063065,0.010751379998925203,0,3,2,2,7,2,0,1
0.006472968,0,0.010602414653072321,0,0.06439394,0,0,3,3,2,1,2,0,0
0,0,0.000859731,0,0.25,0,0,3,2,2,1,1,0,0
0,0,0.00053147,0.5,0.75,0,0,3,3,2,6,1,0,0
0.005148952,0,0.002547929,0,0.055555555,0,0,3,3,2,1,2,1,0
0,0,0.004478415,0,0.214285715,0,0,3,3,3,3,1,0,0
0,0,0.021809934553606646,0,0.055555555,0,0,3,1,1,1,9,1,0
0.004119161,0,0.001406832,0,0.09090909,0,0,3,2,2,2,10,0,0
0.020399656735564545,0,0.002219668,0,0.11111111,0,0,3,2,2,3,2,0,0
0.043545421,0,0.006513111,0,0.022727275,0,0,3,3,2,6,2,1,0
0.025009195,0.081784751,0.006468301,0,0.019607845,0,0,3,1,1,1,2,0,0
